year,week,Pestvalue,MaxT(¡æ),MinT(¡æ),RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm),Pest/Disease Name
2011,4,0,19.8,4.3,98.3,55.7,0,-,3.4,-,Number/ Light trap
2011,5,0,20.8,7.9,97.6,63.9,17.6,-,5.2,-,Number/ Light trap
2011,6,0,21.8,10.3,95,66.1,8.2,-,5.4,-,Number/ Light trap
2011,7,0,19.7,10.7,92,74.1,35.6,-,4,-,Number/ Light trap
2011,8,0,21,8.7,96.7,66.7,0.4,-,5,-,Number/ Light trap
2011,9,0,20.7,10.5,93.6,68.7,6.5,-,4.1,-,Number/ Light trap
2011,10,0,24.8,9.8,95.6,54.6,0,-,10.1,-,Number/ Light trap
2011,11,0,29.3,14,94.1,55.7,0,-,8.4,-,Number/ Light trap
2011,12,0,30.4,14.4,91.1,47.3,0,-,10.1,-,Number/ Light trap
2011,13,0,31.7,16.4,83.4,42.3,0,-,9.9,-,Number/ Light trap
2011,14,0,31.1,14.6,74.4,21.6,0,-,9.3,-,Number/ Light trap
2011,15,0,33.1,17.4,75.6,27.7,2.6,-,7.3,-,Number/ Light trap
2011,16,0,32.4,16.7,74.4,38.6,22.1,-,9.2,-,Number/ Light trap
2011,17,0,38.1,21.7,59,27.1,0,-,10.2,-,Number/ Light trap
2011,18,0,38.9,24.3,51.1,27.6,1.8,-,9.1,-,Number/ Light trap
2011,19,0,39.6,24,52,27.1,0,-,10.2,-,Number/ Light trap
2011,20,0,41.9,26.2,51.6,28.1,0,-,9.8,-,Number/ Light trap
2011,21,0,37.4,24.4,67,41.7,22.4,-,6.4,-,Number/ Light trap
2011,22,0,36.3,24.1,73,45.9,32.8,-,10.5,-,Number/ Light trap
2011,23,0,38.7,26.5,62.9,41.3,2,-,11.2,-,Number/ Light trap
2011,24,2,36.7,26.1,77.6,53.4,148.6,-,7.6,-,Number/ Light trap
2011,25,0,35.2,26.1,88.1,60,75.1,-,5.6,-,Number/ Light trap
2011,26,3,31,25,94.1,78.4,104.6,-,2.9,-,Number/ Light trap
2011,27,3,34.2,26.5,88.4,61.7,26.8,-,6.7,-,Number/ Light trap
2011,28,9,34.1,27.2,88.6,59.1,24,-,5.9,-,Number/ Light trap
2011,29,6,34.4,26.3,87.7,69.3,45.4,-,5.6,-,Number/ Light trap
2011,30,7,28.5,27.4,89.4,74.4,18.8,-,2.3,-,Number/ Light trap
2011,31,8,34.6,26.8,90.6,64.1,27.1,-,7.1,-,Number/ Light trap
2011,32,9,32.4,27.2,87.3,78.3,444.4,-,4,-,Number/ Light trap
2011,33,5,29.9,24,96,80.4,32.1,-,4.9,-,Number/ Light trap
2011,34,22,32.9,26.2,93.6,70.9,4,-,5.9,-,Number/ Light trap
2011,35,2,33,26.9,91.9,72.6,7.4,-,4.1,-,Number/ Light trap
2011,36,9,31.5,25.3,92.7,81.7,52.5,-,1,-,Number/ Light trap
2011,37,14,32,25.1,95.7,77.7,123.6,-,5.7,-,Number/ Light trap
2011,38,56,31.8,22.9,97.1,66.9,0,-,9.3,-,Number/ Light trap
2011,39,24,32.7,22.2,91.6,61,0,-,9.8,-,Number/ Light trap
2011,40,26,32.9,22.3,90.1,54.3,0,-,9.5,-,Number/ Light trap
2011,41,23,33.6,19.1,92.6,43.3,0,-,8.3,-,Number/ Light trap
2011,42,85,32.8,15.8,92,33.1,0,-,8.9,-,Number/ Light trap
2011,43,205,30.4,14.6,91,36,0,-,7.9,-,Number/ Light trap
2011,44,13,29.1,14,93.4,41.3,0,-,5.7,-,Number/ Light trap
2011,45,21,28.2,14.1,91,43.3,0,-,6.4,-,Number/ Light trap
2011,46,11,28.3,12.4,95,38.1,0,-,8.1,-,Number/ Light trap
2011,47,0,27.2,12.4,98.4,55.3,0,-,0.9,-,Number/ Light trap
2011,48,0,25.3,9.8,97.4,45.9,0,-,4.5,-,Number/ Light trap
2011,49,0,25.4,12.2,92.6,50.4,11.4,-,6,-,Number/ Light trap
2011,50,0,20.9,6,98.7,48.9,0,-,8,-,Number/ Light trap
2011,51,0,19.3,4.3,99.6,47.1,0,-,6.1,-,Number/ Light trap
2011,52,0,20.1,3.1,99,46.1,0,-,5.6,-,Number/ Light trap
2001,1,0,14.8,7.3,98.3,79,23.8,4.3,2.3,0.8,Number/ Light trap
2001,2,0,14.3,3.7,100,74.3,0,3.8,4.8,0.6,Number/ Light trap
2001,3,0,16.3,3.2,100,61.6,0,3.4,5.9,0.7,Number/ Light trap
2001,4,0,18.9,3.6,96.7,45.6,0,3.6,8,3.1,Number/ Light trap
2001,5,0,21.3,4.3,93.4,34.6,0,3.4,10.3,2.8,Number/ Light trap
2001,6,0,22,4.2,94,37.1,0,3.2,10.2,2.5,Number/ Light trap
2001,7,0,23.9,9.1,91.1,50.1,0,3.4,7.3,2.4,Number/ Light trap
2001,8,0,25,11.3,90.9,50.9,0,3.4,7.4,2.8,Number/ Light trap
2001,9,0,24,7.8,92.4,45.4,0,3.8,10.6,3.3,Number/ Light trap
2001,10,0,26.9,10.1,96,47.6,0,2.5,10.3,3.6,Number/ Light trap
2001,11,0,28.4,13.6,82.6,36.9,0,5.1,9.2,4.7,Number/ Light trap
2001,12,0,29.7,14.7,79,36,0,4,8.1,4.5,Number/ Light trap
2001,13,0,29.1,15.2,81.3,39.3,3,5.4,8,4.5,Number/ Light trap
2001,14,0,32.7,14.3,82.1,20.3,1,4,11.6,6,Number/ Light trap
2001,15,0,35.5,21.7,58.6,22.4,26.6,6.6,6.3,8.2,Number/ Light trap
2001,16,0,29.7,16.3,84.9,38.9,31.2,5.1,6.8,5.4,Number/ Light trap
2001,17,0,38.9,20,54.7,13.3,0,3.8,10.9,8.3,Number/ Light trap
2001,18,0,39.9,23.6,46.7,19.4,0,4.8,10.4,9.2,Number/ Light trap
2001,19,0,41.5,25.7,59.6,25.3,1,9.9,10.1,12.1,Number/ Light trap
2001,20,0,36.5,24.6,65.9,39.1,9.4,9.3,8.5,9.5,Number/ Light trap
2001,21,0,39,25.4,55.4,25.9,0,5.2,10.5,10,Number/ Light trap
2001,22,0,38.1,26.1,66.6,41.7,20.3,7,7.4,8.9,Number/ Light trap
2001,23,0,34.6,24.2,75,47.9,7.5,4.5,7,7.2,Number/ Light trap
2001,24,0,35.9,26.1,75.6,61.1,36,6.4,7.6,7.9,Number/ Light trap
2001,25,0,34.3,25.4,81.7,60.6,72.2,4.9,6.9,6.4,Number/ Light trap
2001,26,0,34.2,26.2,81,66,105,5.4,8.9,6.1,Number/ Light trap
2001,27,0,32.9,27.1,90.3,82.7,215.4,3.7,6.4,4,Number/ Light trap
2001,28,0,33.5,26.9,87.9,72.7,63,3.2,6.7,3.8,Number/ Light trap
2001,29,0,32.8,26.5,91,74,79,4.8,6.1,3.5,Number/ Light trap
2001,30,0,32.9,26.6,90.9,71.9,26.4,4.6,4.4,3.5,Number/ Light trap
2001,31,0,33.6,27.3,86.9,66.9,0,4.5,7.9,5.1,Number/ Light trap
2001,32,1,33.8,26.1,90.4,71.4,133.6,3.6,6.7,4.3,Number/ Light trap
2001,33,1,33.6,26.4,93.6,70.9,28.3,2.9,8.1,4.5,Number/ Light trap
2001,34,26,34.2,26.3,89.3,65.4,51.6,3.2,7.7,4.1,Number/ Light trap
2001,35,79,34.6,26.7,84.9,61.9,0,2.9,10.4,5.3,Number/ Light trap
2001,36,0,34.5,24.6,92.4,59.7,19.4,2.7,8.9,4.9,Number/ Light trap
2001,37,31,33.7,22.9,86.3,58.9,8.4,3.7,9,5.2,Number/ Light trap
2001,38,26,35,21.6,91.3,44.1,0,2.4,10.5,5.1,Number/ Light trap
2001,39,10,36,21.3,86.4,38.1,0.8,2.5,10.3,5.4,Number/ Light trap
2001,40,17,33.5,21,88.1,46.4,0.8,2.5,7.5,3.7,Number/ Light trap
2001,41,4,34.2,19.5,84.6,34.1,0,2.8,7.4,4.2,Number/ Light trap
2001,42,2,32.7,15.2,86.4,31.9,0,1.3,8.6,3.8,Number/ Light trap
2001,43,1,32.2,17.7,92.3,48.9,0,1.6,5.7,2.7,Number/ Light trap
2001,44,0,32.3,18.4,87.7,48,0,2.9,3.9,2.9,Number/ Light trap
2001,45,0,28.2,11.8,89.6,37,0,2,8.2,2.9,Number/ Light trap
2001,46,0,28.9,10.7,92.3,40,0,2,9.4,3,Number/ Light trap
2001,47,0,27.6,10,92.3,39.4,0,1.6,8.8,2.1,Number/ Light trap
2001,48,0,24.8,8.5,93.9,41.4,0,2.2,8.4,2.1,Number/ Light trap
2001,49,0,24.3,8.6,95.9,44.9,0,2.2,8.7,2.3,Number/ Light trap
2001,50,0,21.2,9,94.1,62,4.8,3.4,5.6,1.7,Number/ Light trap
2001,51,0,20.1,6.9,96.1,64.3,2.4,2.3,7.8,1.6,Number/ Light trap
2001,52,0,17.3,6.7,97.4,73.9,0,2,4,0.9,Number/ Light trap
2007,1,28,16.1,2.8,99.6,48.9,0,3.3,7.1,1.4,Number/ Light trap
2007,2,20,17.7,1.9,96.9,44.1,0,2.7,7.1,1.4,Number/ Light trap
2007,3,25,19.3,4.2,97,44.1,0,3.7,7.8,1.9,Number/ Light trap
2007,4,60,22.9,5.5,95.6,51,0,3.2,8,2,Number/ Light trap
2007,5,48,24.1,9.2,98.4,55.4,10,2.4,6.6,2,Number/ Light trap
2007,6,53,21.3,12.4,93.7,68,41.2,3.2,4.1,1.7,Number/ Light trap
2007,7,36,16.5,8.8,96.1,75.6,52.4,3,3.2,1,Number/ Light trap
2007,8,41,21,8.1,97.1,50.1,3.9,4.3,8.1,2,Number/ Light trap
2007,9,48,21.4,11.3,93.3,60.1,9.1,4.8,6.3,1.9,Number/ Light trap
2007,10,109,24.5,10.3,90.1,48.7,0.5,5.8,9.9,3.7,Number/ Light trap
2007,11,144,21.7,11.2,92.9,56,36.8,6.9,7,2.7,Number/ Light trap
2007,12,384,28.1,14.5,89.4,42.1,4,5.6,8.4,3.8,Number/ Light trap
2007,13,285,32.1,16.7,86.3,33,0,4.3,10.8,4.5,Number/ Light trap
2007,14,265,32.7,15.7,82.6,25.6,0,5.3,11.2,5.8,Number/ Light trap
2007,15,165,37.2,18.4,73.7,19.4,0,3.9,11.4,6.9,Number/ Light trap
2007,16,1430,37,21.3,63.1,31.7,26.2,5.1,9.3,6.2,Number/ Light trap
2007,17,1246,39.5,20.8,48.6,13.3,0,3.7,11.4,8,Number/ Light trap
2007,18,641,37.9,24.4,50.6,31.1,3,6.4,8.2,8.3,Number/ Light trap
2007,19,230,38.1,24.5,51.4,27.3,0,7.1,10.1,9.1,Number/ Light trap
2007,20,80,39.9,27.7,56.9,31,0,7.6,9.1,10.5,Number/ Light trap
2007,21,27,39.1,23.5,48.6,21,3,7.4,7.4,10.9,Number/ Light trap
2007,22,121,38.7,23.8,53.6,26.3,0,5.4,12.1,9.9,Number/ Light trap
2007,23,38,41.6,27.3,56.1,33.9,0,7.3,11.1,12,Number/ Light trap
2007,24,16,37.6,26.9,82.9,64.4,37,10,4.4,9,Number/ Light trap
2007,25,23,33.8,27,81,58.9,3.8,5.4,9.2,6.4,Number/ Light trap
2007,26,35,35.1,28.5,79.6,62.3,48.6,5.9,7,6.6,Number/ Light trap
2007,27,74,34.1,27.6,85.9,68.1,80.9,6.2,6.8,4.5,Number/ Light trap
2007,28,28,33.9,26.8,85,69,68.6,6.4,7,3.4,Number/ Light trap
2007,29,11,35,27.9,85.9,61.4,0,6.1,7.6,5.7,Number/ Light trap
2007,30,16,35,27.7,90.4,67.3,1.2,5.9,7.5,5.4,Number/ Light trap
2007,31,1,33.7,27.4,87.9,78,53.2,5.7,4.8,4.8,Number/ Light trap
2007,32,0,34.9,27.3,87.6,71.6,0,5.1,5.3,4.2,Number/ Light trap
2007,33,10,34.3,27.2,86,68.1,6.2,4.5,7,5.1,Number/ Light trap
2007,34,52,34,27,88,71.9,29,4.3,6.7,4.4,Number/ Light trap
2007,35,81,34.1,26.6,92.3,71.3,38.2,4.3,7.7,4.3,Number/ Light trap
2007,36,160,32.7,24.5,94.4,74.9,16.1,4.3,5.3,2.9,Number/ Light trap
2007,37,152,32.7,23.4,92.1,66.4,3.6,4.2,8.1,3.8,Number/ Light trap
2007,38,73,33.9,25.1,92.7,62.9,23.1,4,6,3.7,Number/ Light trap
2007,39,77,31.7,22.6,93.3,64.3,0,3.8,7.8,3.2,Number/ Light trap
2007,40,238,33.8,16.9,91.7,39,0,3.6,10.3,4,Number/ Light trap
2007,41,392,33,14,93.9,31.7,0,3.6,9.5,4.5,Number/ Light trap
2007,42,160,31.7,15.4,88.3,40.6,0,3.3,8.1,3.5,Number/ Light trap
2007,43,268,31.9,15.2,90.7,27,0,2.1,7.8,3.1,Number/ Light trap
2007,44,357,30.8,12.7,91.3,25,0,2.2,7.2,3,Number/ Light trap
2007,45,146,29.7,13.9,90.7,33.1,0,2.8,5.5,2.7,Number/ Light trap
2007,46,33,27.6,11.2,96.1,35,0,1.7,3.6,1.9,Number/ Light trap
2007,47,30,25.9,8.8,94.3,33.6,0,1.5,4.3,1.9,Number/ Light trap
2007,48,14,24.2,9.5,95.1,39,1.3,3,3.8,1.5,Number/ Light trap
2007,49,40,21.3,6.5,96.9,62.1,0.5,1.8,4.2,1.2,Number/ Light trap
2007,50,40,18,8.5,96.9,62.1,17.2,3,4.2,1.2,Number/ Light trap
2007,51,40,20.2,4.9,96.6,47.1,0,2.9,7.6,1.3,Number/ Light trap
2007,52,99,19,2.9,96.4,58.3,0.1,3,2.5,7.8,Number/ Light trap
2008,1,0,19,4.5,92.4,53.9,1.5,2.9,5.6,1.9,Number/ Light trap
2008,2,0,17.3,7.7,94,66.3,8,5.6,4.5,1.5,Number/ Light trap
2008,3,0,16.6,6,94.6,53.3,6.8,5,5.7,1.6,Number/ Light trap
2008,4,0,14.8,0.9,91.6,30.7,0,3.2,7.5,1.8,Number/ Light trap
2008,5,0,16.7,2.9,95.7,46.9,2.4,3.8,6.4,1.5,Number/ Light trap
2008,6,0,15.4,4.2,98.6,59.9,0.8,4.4,5.2,1.4,Number/ Light trap
2008,7,0,20.7,4.6,94.6,38.3,0,4.2,9,3,Number/ Light trap
2008,8,0,23.6,10.7,90.4,48.9,0,5.9,5.7,2.9,Number/ Light trap
2008,9,0,27.5,10.6,94.5,46.5,0,3.2,9.2,3.2,Number/ Light trap
2008,10,0,28.4,13.5,94.4,45,0,3.9,8.2,3.3,Number/ Light trap
2008,11,0,30.7,14.3,90.7,37.6,0,3.1,9.1,4.1,Number/ Light trap
2008,12,0,31.5,13.9,86.1,32,0,3.4,10.4,5.1,Number/ Light trap
2008,13,0,31.5,15.9,81.9,33,0,4.5,9.2,5.3,Number/ Light trap
2008,14,0,27.2,15.7,87,47.6,50.2,7.5,8,3.8,Number/ Light trap
2008,15,0,33.9,18.7,72.3,27.9,0,6,9.5,6.6,Number/ Light trap
2008,16,0,35.4,16.4,67.1,19.1,0,4.9,11.8,8.1,Number/ Light trap
2008,17,0,39.5,19.5,48,16.9,0,4.1,11.5,9.8,Number/ Light trap
2008,18,0,40.2,21.8,49.4,22.6,4.3,5.2,10,9.6,Number/ Light trap
2008,19,0,37.5,23.5,51.9,30.6,0.2,5.7,8.5,9.3,Number/ Light trap
2008,20,1,35.4,24.3,61.6,46.7,56.8,6.8,5,8.7,Number/ Light trap
2008,21,3,32.2,22.3,73.4,57,6,7.4,7,6.3,Number/ Light trap
2008,22,8,37.7,23.4,61.4,41.3,0,4.5,7.2,7.3,Number/ Light trap
2008,23,9,36.5,25.9,82.3,57.4,6.4,8.7,6.6,6.8,Number/ Light trap
2008,24,10,33.4,26.5,90.9,74.3,80,7.6,4.6,6.1,Number/ Light trap
2008,25,15,33.9,24.5,84.1,65.1,90.6,6,6.6,5.2,Number/ Light trap
2008,26,7,32.9,24.8,90.9,72.6,100.3,5.6,6.8,3.9,Number/ Light trap
2008,27,9,34.1,28.1,84.1,67.1,15.8,7,3.8,4.7,Number/ Light trap
2008,28,8,33.9,25.4,88.3,72.7,38.7,4.4,6.4,4.6,Number/ Light trap
2008,29,9,34.4,26.7,86.4,66.6,55.6,4.2,6.8,4.7,Number/ Light trap
2008,30,16,34.8,28.3,86.4,66.6,39.8,4.8,8.6,5.9,Number/ Light trap
2008,31,7,32.3,25.9,87.9,78.7,55,6,4.8,4,Number/ Light trap
2008,32,4,32.6,26.2,90.7,76.4,108.8,4.8,5.3,3.2,Number/ Light trap
2008,33,18,31.3,24.2,95.9,83.9,176.6,4.4,6.8,3,Number/ Light trap
2008,34,37,34.3,26.8,90.6,62.9,6.2,3.8,8.7,4.7,Number/ Light trap
2008,35,14,33.3,25.1,70,54.1,49,9.3,9.1,4,Number/ Light trap
2008,36,10,32.5,23.3,29.5,30.5,24.9,21.2,9.9,4.2,Number/ Light trap
2008,37,15,33.9,24.4,30.7,31.3,0,23.5,9.1,4,Number/ Light trap
2008,38,15,29.5,20.9,28,28.3,19.8,19.8,6.6,3.3,Number/ Light trap
2008,39,44,33.2,21.9,29.1,29.6,0,20.8,9.5,4.2,Number/ Light trap
2008,40,6,33.6,23.6,31,31.2,19.8,22.8,6.3,3.4,Number/ Light trap
2008,41,3,33.3,21.3,28.5,29,0,19.5,7.5,3.3,Number/ Light trap
2008,42,1,30.2,16.7,26,26.1,19.2,13.9,9.2,3.6,Number/ Light trap
2008,43,0,30.5,16.7,24.9,25.2,0,14.5,6.7,2.6,Number/ Light trap
2008,44,0,30.4,15.2,23.6,23.9,0,13.1,6.4,2.7,Number/ Light trap
2008,45,0,29.6,12.6,22.7,22.8,0,10.8,5.9,2.3,Number/ Light trap
2008,46,0,27.5,12.8,21.6,21.7,0,11,4.3,2,Number/ Light trap
2008,47,0,24.9,8.9,19.2,19.4,0.4,8.3,7.1,1.6,Number/ Light trap
2008,48,0,25.5,7.6,17.3,17.6,0,8.2,6.8,1.7,Number/ Light trap
2008,49,0,24.8,9.1,17.3,17.5,0,9,5,1.5,Number/ Light trap
2008,50,0,22.1,7.7,16.1,16.5,0.4,8.1,6.3,1.5,Number/ Light trap
2008,51,0,21.2,11,16.6,16.6,0,9.8,5.1,1.3,Number/ Light trap
2008,52,0,16.5,6.9,15.5,15.6,0,8,3.8,0.9,Number/ Light trap
2009,1,0,17.5,5.8,96.9,58.6,3.2,2.7,5.4,1.1,Number/ Light trap
2009,2,0,19.3,5.6,97,56.9,0,2.8,6.5,1.4,Number/ Light trap
2009,3,0,19.9,9.2,98.3,65.4,14.5,4.6,5.7,1.4,Number/ Light trap
2009,4,0,20.8,10.7,94.9,65,0,5.2,4.8,1.7,Number/ Light trap
2009,5,0,22.2,6.4,99.6,54.4,0,3.4,8.9,2,Number/ Light trap
2009,6,0,21.5,9.9,95,59.9,16.5,4.7,6.5,2.1,Number/ Light trap
2009,7,0,22.1,7.9,99.6,55.7,5.2,4,9.8,2.2,Number/ Light trap
2009,8,0,25.5,10.9,95.7,46.6,0,3.8,8.2,2.9,Number/ Light trap
2009,9,0,26.3,10.3,84.7,38.7,0,5,9.2,4.2,Number/ Light trap
2009,10,0,27.6,11.3,91.6,35.3,0,4,9.9,4.1,Number/ Light trap
2009,11,0,30.7,12,91.1,34.7,0,2.6,9.5,4.3,Number/ Light trap
2009,12,0,30.2,15.3,90.6,35.6,11.6,4,8.4,4.2,Number/ Light trap
2009,13,0,28.3,14.1,91.9,49.3,4.4,3.9,7.5,3.9,Number/ Light trap
2009,14,0,31.8,16.4,66.6,34.9,25,6.3,7.5,5.6,Number/ Light trap
2009,15,0,33.7,16.4,72.3,27,0,4.9,11.4,6.6,Number/ Light trap
2009,16,0,36.7,19.6,50.9,15.7,0,6.9,11.1,9.7,Number/ Light trap
2009,17,0,38.1,17.9,44.9,12.4,0,4.8,10.5,9.8,Number/ Light trap
2009,18,0,37.3,21.5,57.9,22.7,6.4,7.2,8.6,8.9,Number/ Light trap
2009,19,0,37.3,20.7,50.3,30.3,0,6.1,10.1,9.1,Number/ Light trap
2009,20,0,41.5,25.5,58.3,27.6,0,7.5,9.8,10.1,Number/ Light trap
2009,21,0,40.5,24.6,44.4,22.7,0,7.1,8.3,10.7,Number/ Light trap
2009,22,0,39.1,25.6,54.6,34.6,0,9.2,9.4,11.9,Number/ Light trap
2009,23,0,41.6,25.1,50,26.7,0,5.6,9.4,12.4,Number/ Light trap
2009,24,0,37.7,24.2,63.7,40.4,6,5.7,6.4,8.5,Number/ Light trap
2009,25,0,40.8,24.6,49.9,22.4,0,6.9,12.9,13,Number/ Light trap
2009,26,0,38.4,26.5,67.4,49.7,106.6,7.5,10.4,9.4,Number/ Light trap
2009,27,3,36.4,26.5,79.3,52.3,0,5.3,10.3,7.1,Number/ Light trap
2009,28,2,33.2,25.4,87.6,78.7,61.9,5.7,6.9,5.3,Number/ Light trap
2009,29,2,34.8,26.9,87.1,70.3,102.6,5.3,7.7,4.6,Number/ Light trap
2009,30,3,31.3,26.2,93.4,83.4,309.6,5.2,4.3,2.6,Number/ Light trap
2009,31,1,34,26.6,94.1,73.9,23,3.5,7.2,4.2,Number/ Light trap
2009,32,0,36.1,28.6,81,59,0,3.6,8,5.4,Number/ Light trap
2009,33,2,33.4,27.3,87,66.3,24.8,5.1,3.5,4,Number/ Light trap
2009,34,4,33.6,25.2,88,62.6,37.2,3.7,10,4.8,Number/ Light trap
2009,35,2,32.9,24.9,90.4,73.7,50.2,3.7,5.3,3.5,Number/ Light trap
2009,36,2,31.4,23.3,90.3,69.7,6.8,4.4,8.4,3.9,Number/ Light trap
2009,37,5,30.4,22.4,94.4,69.6,62.4,3.5,7,3.1,Number/ Light trap
2009,38,7,34.3,24.3,92,55.3,0,2.5,9,4.1,Number/ Light trap
2009,39,4,34.7,24.7,93.4,53.1,0,2.3,9.5,4.1,Number/ Light trap
2009,40,1,33,22.3,93.3,62.1,26.2,2.1,8.2,3.3,Number/ Light trap
2009,41,0,32.8,18.5,90.6,62.4,0,1.7,9.3,3.1,Number/ Light trap
2009,42,0,31.7,15.3,89.6,39.3,0,2.5,8.1,3.5,Number/ Light trap
2009,43,0,30.3,11.3,89.1,21.4,0,2.4,9.1,3.4,Number/ Light trap
2009,44,0,30.6,13.6,90,34,0,2.2,6.4,2.5,Number/ Light trap
2009,45,0,25.5,12.7,93.6,45.6,1,2.7,2.4,1.6,Number/ Light trap
2009,46,0,23.8,11.8,95.3,48.7,4.1,2.7,4.7,2,Number/ Light trap
2009,47,0,23.7,7.2,93.1,33.7,0,2,7.1,1.8,Number/ Light trap
2009,48,0,23.5,7.5,95.4,36.1,0,1.9,4.3,1.4,Number/ Light trap
2009,49,0,23.5,8,94.4,40.7,0,1.3,5.1,1.3,Number/ Light trap
2009,50,0,21.6,8.8,91.7,41.4,0,1.5,5.1,1.6,Number/ Light trap
2009,51,0,20.5,5.3,97.4,45.7,0,2,6.7,1.6,Number/ Light trap
2009,52,0,18.9,5,98.9,55,0,2.6,5.6,1.3,Number/ Light trap
2010,1,0,14.2,7.1,99.6,85.3,18.4,4,1.4,0.6,Number/ Light trap
2010,2,0,11.9,6.4,98.7,81.9,0,3.2,1.2,0.6,Number/ Light trap
2010,3,0,14.8,5.5,100,75.1,0,3.8,2.7,0.8,Number/ Light trap
2010,4,0,19.5,6.5,99.6,62.1,0,2.2,4.2,1,Number/ Light trap
2010,5,0,21.1,7,94.7,53,0,3.1,7.7,2,Number/ Light trap
2010,6,0,20.7,10.1,94.4,55.1,25,5.5,3.9,2.3,Number/ Light trap
2010,7,0,21.5,7.2,95,47.7,0,2.8,8.8,2.5,Number/ Light trap
2010,8,0,24.3,10,90.7,46.4,0,3.2,7.9,2.8,Number/ Light trap
2010,9,0,26.9,13.6,90,47.1,1,3.7,7.9,3.4,Number/ Light trap
2010,10,0,26.2,10.9,95.9,45,0,3.9,9.7,3.9,Number/ Light trap
2010,11,0,30.6,14.3,94.1,39.9,0,2.6,10.2,4,Number/ Light trap
2010,12,0,34.8,17.1,93,36.4,0,2.2,9.1,4.5,Number/ Light trap
2010,13,0,35.5,17.5,84.7,21.6,0,2.9,10.3,5.5,Number/ Light trap
2010,14,0,36.2,16.5,76.9,21,0,3.8,11.1,6.8,Number/ Light trap
2010,15,0,39.8,19.1,63.3,24.1,0,4.4,10.1,8.9,Number/ Light trap
2010,16,0,40.2,24.1,54.6,31,4.4,5.7,6,9.9,Number/ Light trap
2010,17,0,38.7,21.2,55.1,35.1,0,4.3,7.9,8,Number/ Light trap
2010,18,0,39,25.3,63.3,44.7,0,7.9,3.6,9.2,Number/ Light trap
2010,19,0,38,22.6,62.6,40.3,0,6,9.5,9.4,Number/ Light trap
2010,20,0,40.9,24.5,41.1,20,0,6.3,7.5,10.5,Number/ Light trap
2010,21,0,43.5,24.6,48,25.7,0,7.8,9.5,12.4,Number/ Light trap
2010,22,0,40.2,25.5,54.6,38.4,3.8,8.9,8.9,12.9,Number/ Light trap
2010,23,0,34.5,23,73.1,57.1,24.2,6,8.6,7.3,Number/ Light trap
2010,24,0,38.9,25.2,64.3,45.7,0,5.3,10.1,9.4,Number/ Light trap
2010,25,0,41.7,29.1,56,31.9,2.8,7.5,7.7,10.5,Number/ Light trap
2010,26,0,37,26.7,68.9,47.3,10.7,5.9,6.3,7.6,Number/ Light trap
2010,27,0,32.2,25.9,84.6,73.9,156.2,6.5,4.3,3.9,Number/ Light trap
2010,28,0,34.3,26.9,87.4,63.4,140.8,4.2,7.6,4.2,Number/ Light trap
2010,29,0,31.5,27.4,90.6,89.9,68,7.1,0.7,4,Number/ Light trap
2010,30,0,33.2,26.9,90.1,71.7,12.2,6.1,4.6,4.5,Number/ Light trap
2010,31,0,33.3,27.5,85.9,67.1,2.4,9.2,8.3,5.4,Number/ Light trap
2010,32,0,34,27,89.4,71.3,7.8,3.7,3.7,3.6,Number/ Light trap
2010,33,0,32.5,26.7,91.6,76.9,46.2,4,3.7,3.3,Number/ Light trap
2010,34,0,32.2,25.9,93.4,76.7,49.4,5.3,4.8,3.8,Number/ Light trap
2010,35,2,34.1,25.8,93.6,65.7,8.8,3.1,6.9,3.8,Number/ Light trap
2010,36,9,32.7,26,89.4,80.6,30,4.4,5.5,3.4,Number/ Light trap
2010,37,7,30.6,24,95,74,28,3.9,6.2,3,Number/ Light trap
2010,38,19,30.1,21.9,92.7,71.1,60.5,3.6,6.2,2.9,Number/ Light trap
2010,39,10,32.4,21.2,95,57.4,0,2.5,10.3,3.8,Number/ Light trap
2010,40,2,33,21.7,95.7,56,0,1.5,6.8,3.2,Number/ Light trap
2010,41,1,33,20.5,92.4,51,0,1.8,5.2,2.8,Number/ Light trap
2010,42,0,32.5,21,91.3,55.6,0,2.1,3.9,2.7,Number/ Light trap
2010,43,0,29,14.2,82,48,8.8,2.8,6.9,2.8,Number/ Light trap
2010,44,0,29,13.7,93.3,44,0,1.7,6.2,2.4,Number/ Light trap
2010,45,0,29.3,12.5,93.3,40.9,0,1.6,8.6,2.4,Number/ Light trap
2010,46,0,27.4,12.2,91.9,36.9,0,1.4,5.8,1.9,Number/ Light trap
2010,47,0,25.3,10.2,93.4,42.1,0,1.9,6.2,2,Number/ Light trap
2010,48,0,24.2,8.2,92.6,40.7,0,2,7.7,2,Number/ Light trap
2010,49,0,22.2,5.9,96.6,49.9,0,1.3,6.9,1.3,Number/ Light trap
2010,50,0,20.9,5.7,95.7,55.7,0,1.8,6.7,1.2,Number/ Light trap
2010,51,0,20,4.4,97.9,56,0,2.1,6.1,1.3,Number/ Light trap
2010,52,0,18.6,6,98.6,61.5,17.6,2.2,2.3,0.9,Number/ Light trap
2011,1,0,22.6,6.1,96.1,46.4,0,-,6.9,-,Number/ Light trap
2011,2,0,21.4,6.1,95.7,54.7,0,-,6.6,-,Number/ Light trap
2011,3,0,20,4.4,98.3,55.7,0,-,6.4,-,Number/ Light trap
